timestamp,aqi_numeric,temperature,relative_humidity,wind_speed,pressure,pm2_5,pm10,no2,o3,hour,day_of_week,is_weekend,pm2_5_lag24h,pm10_lag24h,no2_lag24h,o3_lag24h,temperature_lag24h,relative_humidity_lag24h,wind_speed_lag24h,pressure_lag24h,aqi_lag1h,aqi_lag3h,aqi_lag6h,pm25_lag6h,pm10_lag6h
2025-03-17 03:00:00,187.7422550052687,15.0,79.0,0.0,1015.6,126.66,174.74,85.0,5.63,3,0,0,92.39,121.24,53.47,9.3,15.0,79.0,3.6,1017.6,176.14025289778715,167.1508956796628,178.272708113804,108.32,145.75
2025-03-17 06:00:00,249.82612612612613,22.5,48.0,1.8,1015.8,199.77,249.31,102.82,89.41,6,0,0,115.65,144.4,63.75,103.0,23.0,48.0,3.6,1016.6,221.87027027027028,187.7422550052687,167.1508956796628,86.78,119.2
2025-03-17 09:00:00,85.42618025751074,27.0,38.0,7.6,1013.3,28.47,35.34,4.63,165.94,9,0,0,10.56,14.81,2.59,143.05,27.0,38.0,3.6,1014.8,98.25450643776824,249.82612612612613,187.7422550052687,126.66,174.74
2025-03-17 12:00:00,73.29184549356223,27.0,35.0,5.4,1011.5,22.7,29.77,7.63,151.63,12,0,0,10.95,14.35,4.16,141.62,27.5,36.0,7.6,1010.8,75.98369098712448,85.42618025751074,249.82612612612613,199.77,249.31
2025-03-17 15:00:00,171.81338250790304,20.0,64.0,5.4,1015.0,95.81,131.38,115.16,2.82,15,0,0,57.73,81.74,77.46,25.03,19.5,64.0,0.0,1011.6,155.41981032665964,73.29184549356223,85.42618025751074,28.47,35.34
2025-03-17 18:00:00,222.33603603603603,16.5,79.0,5.4,1015.1,172.03,231.96,128.87,0.0,18,0,0,115.32,157.85,93.22,0.56,19.0,59.0,7.6,1012.1,201.4954954954955,171.81338250790304,73.29184549356223,22.7,29.77
2025-03-17 21:00:00,191.87808219178083,14.5,83.0,3.6,1015.2,134.67,176.17,104.19,0.13,21,0,0,108.32,145.75,82.94,3.67,14.0,78.0,0.0,1012.9,205.3900900900901,222.33603603603603,171.81338250790304,95.81,131.38
2025-03-18 00:00:00,169.7377239199157,12.5,88.0,5.4,1015.3,91.79,126.31,71.97,7.87,0,1,0,86.78,119.2,62.38,15.91,12.0,88.0,0.0,1014.0,171.46743940990515,191.87808219178083,222.33603603603603,172.03,231.96
2025-03-18 03:00:00,191.4030558482613,14.0,78.0,3.6,1016.1,133.75,185.26,87.05,5.36,3,1,0,126.66,174.74,85.0,5.63,15.0,79.0,0.0,1015.6,182.3414120126449,169.7377239199157,191.87808219178083,134.67,176.17
2025-03-18 06:00:00,259.25045045045044,24.5,37.0,3.6,1015.0,209.28,268.31,119.27,77.25,6,1,0,199.77,249.31,102.82,89.41,22.5,48.0,1.8,1015.8,228.56936936936933,191.4030558482613,169.7377239199157,91.79,126.31
2025-03-18 09:00:00,73.83862660944206,28.5,34.0,3.6,1011.7,22.96,31.37,4.11,158.79,9,1,0,28.47,35.34,4.63,165.94,27.0,38.0,7.6,1013.3,78.50729613733907,259.25045045045044,191.4030558482613,133.75,185.26
2025-03-18 12:00:00,67.73991416309013,28.0,34.0,3.6,1012.2,20.06,28.44,8.23,148.77,12,1,0,22.7,29.77,7.63,151.63,27.0,35.0,5.4,1011.5,68.70729613733906,73.83862660944206,259.25045045045044,209.28,268.31
2025-03-18 15:00:00,169.51053740779767,21.0,65.0,0.0,1013.4,91.35,125.47,119.27,3.4,15,1,0,95.81,131.38,115.16,2.82,20.0,64.0,5.4,1015.0,151.94488935721813,67.73991416309013,73.83862660944206,22.96,31.37
2025-03-18 18:00:00,214.27927927927928,18.0,71.0,0.0,1015.1,163.9,219.96,123.38,0.37,18,1,0,172.03,231.96,128.87,0.0,16.5,79.0,5.4,1015.1,197.8572181243414,169.51053740779767,67.73991416309013,20.06,28.44
2025-03-18 21:00:00,197.036248682824,17.0,75.0,0.0,1015.6,144.66,195.71,104.19,2.03,21,1,0,134.67,176.17,104.19,0.13,14.5,83.0,3.6,1015.2,203.8045045045045,214.27927927927928,169.51053740779767,91.35,125.47
2025-03-19 00:00:00,173.33656480505795,14.5,83.0,0.0,1015.8,98.76,137.01,66.49,12.16,0,2,0,91.79,126.31,71.97,7.87,12.5,88.0,5.4,1015.3,180.03856691253952,197.036248682824,214.27927927927928,163.9,219.96
2025-03-19 03:00:00,174.95268703898842,17.0,61.0,0.0,1016.4,101.89,145.84,64.43,5.28,3,2,0,133.75,185.26,87.05,5.36,14.0,78.0,3.6,1016.1,172.4949420442571,173.33656480505795,197.036248682824,144.66,195.71
2025-03-19 06:00:00,188.34120126448892,27.0,32.0,3.6,1015.1,127.82,172.81,82.25,63.66,6,2,0,209.28,268.31,119.27,77.25,24.5,37.0,3.6,1015.0,180.55489989462592,174.95268703898842,173.33656480505795,98.76,137.01
2025-03-19 09:00:00,55.62660944206009,29.0,30.0,7.6,1012.7,14.3,22.04,7.11,128.75,9,2,0,22.96,31.37,4.11,158.79,28.5,34.0,3.6,1011.7,60.33733905579399,188.34120126448892,174.95268703898842,101.89,145.84
2025-03-19 12:00:00,500.0,25.0,32.0,18.4,1011.6,12.08,18.92,6.6,124.45,12,2,0,20.06,28.44,8.23,148.77,28.0,34.0,3.6,1012.2,500.0,55.62660944206009,188.34120126448892,127.82,172.81
2025-03-19 15:00:00,138.69798994974877,23.0,38.0,7.6,1015.1,50.81,74.96,50.72,54.36,15,2,0,91.35,125.47,119.27,3.4,21.0,65.0,0.0,1013.4,94.72145922746782,500.0,55.62660944206009,14.3,22.04
2025-03-19 18:00:00,184.17439409905165,17.0,66.0,3.6,1018.2,119.75,163.99,95.96,1.4,18,2,0,163.9,219.96,123.38,0.37,18.0,71.0,0.0,1015.1,171.91148577449948,138.69798994974877,500.0,12.08,18.92
2025-03-19 21:00:00,181.881875658588,14.5,77.0,3.6,1018.9,115.31,152.57,95.96,0.05,21,2,0,144.66,195.71,104.19,2.03,17.0,75.0,0.0,1015.6,186.0641728134879,184.17439409905165,138.69798994974877,50.81,74.96
2025-03-20 00:00:00,166.13371970495257,13.0,83.0,0.0,1019.7,84.81,118.4,72.66,1.11,0,3,0,98.76,137.01,66.49,12.16,14.5,83.0,0.0,1015.8,168.69473129610117,181.881875658588,184.17439409905165,119.75,163.99
2025-03-20 03:00:00,186.22939936775555,16.0,59.0,3.6,1020.9,123.73,172.45,79.51,6.17,3,3,0,101.89,145.84,64.43,5.28,17.0,61.0,0.0,1016.4,176.83213909378293,166.13371970495257,181.881875658588,115.31,152.57
2025-03-20 06:00:00,202.3873873873874,25.0,38.0,3.6,1020.1,151.9,195.38,104.19,70.81,6,3,0,127.82,172.81,82.25,63.66,27.0,32.0,3.6,1015.1,202.209009009009,186.22939936775555,166.13371970495257,84.81,118.4
2025-03-20 09:00:00,54.68025751072962,28.0,28.0,3.6,1017.1,13.85,19.62,3.68,141.62,9,3,0,14.3,22.04,7.11,128.75,29.0,30.0,7.6,1012.7,56.04721030042919,202.3873873873874,186.22939936775555,123.73,172.45
2025-03-20 12:00:00,53.03991416309013,28.0,39.0,3.6,1014.6,13.07,18.98,6.08,143.05,12,3,0,12.08,18.92,6.6,124.45,25.0,32.0,18.4,1011.6,53.439484978540776,54.68025751072962,202.3873873873874,151.9,195.38
2025-03-20 15:00:00,158.19251844046366,20.0,64.0,0.0,1017.1,69.43,99.12,97.33,18.06,15,3,0,50.81,74.96,50.72,54.36,23.0,38.0,7.6,1015.1,117.30050251256282,53.03991416309013,54.68025751072962,13.85,19.62
2025-03-20 18:00:00,198.900210748156,17.5,75.0,0.0,1017.8,148.27,202.93,123.38,0.06,18,3,0,119.75,163.99,95.96,1.4,17.0,66.0,3.6,1018.2,184.0866174920969,158.19251844046366,53.03991416309013,13.07,18.98
2025-03-20 21:00:00,195.01738672286615,15.0,79.0,0.0,1019.0,140.75,187.29,111.04,0.25,21,3,0,115.31,152.57,95.96,0.05,14.5,77.0,3.6,1018.9,204.4783783783784,198.900210748156,158.19251844046366,69.43,99.12
2025-03-21 00:00:00,164.636354056902,14.0,83.0,0.0,1018.7,81.91,115.39,55.52,19.85,0,4,0,84.81,118.4,72.66,1.11,13.0,83.0,0.0,1019.7,171.25057955742886,195.01738672286615,198.900210748156,148.27,202.93
2025-03-21 03:00:00,175.57744994731297,15.0,79.0,0.0,1020.6,103.1,146.23,65.12,7.6,3,4,0,123.73,172.45,79.51,6.17,16.0,59.0,3.6,1020.9,166.9495258166491,164.636354056902,195.01738672286615,140.75,187.29
2025-03-21 06:00:00,215.1117117117117,26.0,42.0,0.0,1018.4,164.74,210.49,104.19,103.0,6,4,0,151.9,195.38,104.19,70.81,25.0,38.0,3.6,1020.1,197.46480505795572,175.57744994731297,164.636354056902,81.91,115.39
2025-03-21 09:00:00,35.208333333333336,29.5,36.0,7.6,1015.4,8.45,14.94,3.51,137.33,9,4,0,13.85,19.62,3.68,141.62,28.0,28.0,3.6,1017.1,46.50000000000001,215.1117117117117,175.57744994731297,103.1,146.23
2025-03-21 12:00:00,29.458333333333336,30.0,31.0,7.6,1011.7,7.07,12.74,5.74,130.18,12,4,0,13.07,18.98,6.08,143.05,28.0,39.0,3.6,1014.6,29.000000000000004,35.208333333333336,215.1117117117117,164.74,210.49
2025-03-21 15:00:00,161.84299262381455,21.0,61.0,3.6,1013.8,76.5,112.07,123.38,2.17,15,4,0,69.43,99.12,97.33,18.06,20.0,64.0,0.0,1017.1,118.9994974874372,29.458333333333336,35.208333333333336,8.45,14.94
2025-03-21 18:00:00,196.3805057955743,17.0,80.0,3.6,1015.2,143.39,198.99,153.54,0.0,18,4,0,148.27,202.93,123.38,0.06,17.5,75.0,0.0,1017.8,189.18798735511064,161.84299262381455,29.458333333333336,7.07,12.74
2025-03-21 21:00:00,177.6427818756586,15.5,84.0,3.6,1017.2,107.1,149.48,124.75,0.52,21,4,0,140.75,187.29,111.04,0.25,15.0,79.0,0.0,1019.0,183.11074815595364,196.3805057955743,161.84299262381455,76.5,112.07
2025-03-22 00:00:00,154.9912539515279,13.0,83.0,3.6,1015.7,63.23,94.31,56.21,38.27,0,5,1,81.91,115.39,55.52,19.85,14.0,83.0,0.0,1018.7,161.83782929399368,177.6427818756586,196.3805057955743,143.39,198.99
2025-03-22 03:00:00,160.91359325605902,18.0,58.0,3.6,1015.7,74.7,110.79,69.23,20.21,3,5,1,103.1,146.23,65.12,7.6,15.0,79.0,0.0,1020.6,153.73656480505795,154.9912539515279,177.6427818756586,107.1,149.48
2025-03-22 06:00:00,212.83243243243243,27.5,36.0,3.6,1014.8,162.44,209.01,111.04,127.32,6,5,1,164.74,210.49,104.19,103.0,26.0,42.0,0.0,1018.4,189.1828240252898,160.91359325605902,154.9912539515279,63.23,94.31
2025-03-22 09:00:00,42.833333333333336,31.5,21.0,3.6,1012.4,10.28,16.2,3.3,144.48,9,5,1,8.45,14.94,3.51,137.33,29.5,36.0,7.6,1015.4,47.333333333333336,212.83243243243243,160.91359325605902,74.7,110.79
2025-03-22 11:00:00,40.16666666666667,31.0,16.0,11.0,1012.0,9.64,14.59,4.2,145.91,11,5,1,6.96,12.63,4.33,133.04,29.0,25.0,11.0,1014.0,41.375,47.333333333333336,189.1828240252898,129.45,176.26
2025-03-22 12:00:00,39.833333333333336,32.0,21.0,3.6,1010.7,9.56,14.47,5.65,144.48,12,5,1,7.07,12.74,5.74,130.18,30.0,31.0,7.6,1011.7,40.16666666666667,42.833333333333336,212.83243243243243,162.44,209.01
2025-03-22 13:00:00,61.78841201716739,29.0,18.0,7.0,1014.0,17.23,26.26,32.56,108.72,13,5,1,17.25,28.14,40.78,87.26,28.0,27.0,7.0,1013.0,39.833333333333336,41.375,68.62317596566524,20.48,32.77
2025-03-22 14:00:00,106.1462311557789,26.0,24.0,7.0,1014.0,37.59,55.82,67.86,62.23,14,5,1,42.81,65.69,91.85,31.11,24.0,36.0,7.0,1013.0,61.78841201716739,40.16666666666667,47.333333333333336,11.36,18.7
2025-03-22 15:00:00,155.44046364594308,22.0,24.0,0.0,1013.0,64.1,92.62,93.22,33.26,15,5,1,76.5,112.07,123.38,2.17,21.0,61.0,3.6,1013.8,106.1462311557789,39.833333333333336,42.833333333333336,10.28,16.2
2025-03-22 16:00:00,169.86164383561643,23.0,31.0,7.0,1014.0,92.03,130.37,101.45,22.71,16,5,1,106.01,151.48,135.72,0.08,21.0,53.0,4.3,1015.0,155.44046364594308,61.78841201716739,41.375,9.93,15.19
2025-03-22 17:00:00,182.57376185458375,21.0,38.0,7.0,1015.0,116.65,163.51,104.19,18.06,17,5,1,129.46,182.64,145.32,0.02,21.0,53.0,3.2,1015.0,169.86164383561643,106.1462311557789,40.16666666666667,9.64,14.59
2025-03-22 18:00:00,192.15690200210747,17.0,70.0,0.0,1014.5,135.21,187.89,111.04,11.44,18,5,1,143.39,198.99,153.54,0.0,17.0,80.0,3.6,1015.2,182.57376185458375,155.44046364594308,39.833333333333336,9.56,14.47
2025-03-22 19:00:00,193.4528977871444,21.0,38.0,4.7,1015.0,137.72,189.39,113.79,10.37,19,5,1,133.74,183.63,152.17,0.01,19.0,46.0,5.8,1015.0,192.15690200210747,169.86164383561643,61.78841201716739,17.23,26.26
2025-03-22 20:00:00,190.77312961011592,18.0,54.0,3.2,1013.7,132.53,181.32,109.67,13.23,20,5,1,117.69,162.57,138.46,0.06,19.0,46.0,7.9,1015.0,193.4528977871444,182.57376185458375,106.1462311557789,37.59,55.82
2025-03-22 21:00:00,189.8437302423604,14.5,83.0,0.0,1014.3,130.73,178.79,104.19,14.84,21,5,1,107.1,149.48,124.75,0.52,15.5,84.0,3.6,1017.2,190.77312961011592,192.15690200210747,155.44046364594308,64.1,92.62
2025-03-22 22:00:00,188.1088514225501,19.0,46.0,3.2,1014.0,127.37,174.29,100.08,12.87,22,5,1,94.15,133.85,108.3,5.05,19.0,46.0,5.8,1015.0,189.8437302423604,193.4528977871444,169.86164383561643,92.03,130.37
2025-03-22 23:00:00,179.77007376185458,19.0,46.0,4.0,1014.0,111.22,153.54,89.11,13.23,23,5,1,76.49,111.71,80.88,20.92,17.0,48.0,5.0,1014.0,188.1088514225501,190.77312961011592,182.57376185458375,116.65,163.51
2025-03-23 00:00:00,167.66206533192835,13.0,88.0,0.0,1014.8,87.77,124.22,69.92,15.91,0,6,1,63.23,94.31,56.21,38.27,13.0,83.0,3.6,1015.7,179.77007376185458,189.8437302423604,192.15690200210747,135.21,187.89
2025-03-23 01:00:00,159.8086406743941,17.0,48.0,7.0,1015.0,72.56,105.11,58.95,14.84,1,6,1,56.69,85.8,46.61,43.99,16.0,55.0,11.0,1014.0,167.66206533192835,188.1088514225501,193.4528977871444,137.72,189.39
2025-03-23 02:00:00,160.60379346680716,17.0,48.0,7.0,1015.0,74.1,108.92,65.8,4.25,2,6,1,60.8,92.58,59.63,27.54,16.0,55.0,11.0,1014.0,159.8086406743941,179.77007376185458,190.77312961011592,132.53,181.32
2025-03-23 03:00:00,167.66722866174922,16.0,74.0,0.0,1016.2,87.78,127.9,69.23,8.4,3,6,1,74.7,110.79,69.23,20.21,18.0,58.0,3.6,1015.7,160.60379346680716,167.66206533192835,189.8437302423604,130.73,178.79
2025-03-23 04:00:00,180.99894625922025,22.0,35.0,4.0,1017.0,113.6,161.1,80.88,19.49,4,6,1,97.45,138.9,83.63,32.19,24.0,44.0,11.0,1016.0,167.66722866174922,159.8086406743941,188.1088514225501,127.37,174.29
2025-03-23 05:00:00,204.409009009009,25.0,28.0,5.0,1017.0,153.94,208.78,102.82,47.92,5,6,1,129.45,176.26,108.3,62.23,26.0,34.0,11.0,1016.0,180.99894625922025,160.60379346680716,179.77007376185458,111.22,153.54
2025-03-23 06:00:00,269.2099099099099,26.0,36.0,7.6,1015.6,219.33,277.49,105.56,118.73,6,6,1,162.44,209.01,111.04,127.32,27.5,36.0,3.6,1014.8,204.409009009009,167.66722866174922,167.66206533192835,87.77,124.22
2025-03-23 07:00:00,200.0,28.0,20.0,7.0,1016.0,150.4,175.96,25.02,211.72,7,6,1,20.48,32.77,9.94,150.2,28.0,25.0,11.0,1016.0,269.2099099099099,180.99894625922025,159.8086406743941,72.56,105.11
2025-03-23 08:00:00,189.00210748155956,30.0,17.0,11.0,1015.0,129.1,148.49,10.62,234.6,8,6,1,11.36,18.7,3.73,143.05,31.0,16.0,11.0,1015.0,200.0,204.409009009009,160.60379346680716,74.1,108.92
2025-03-23 09:00:00,166.4486828240253,31.0,17.0,7.6,1012.7,85.42,100.45,6.43,223.16,9,6,1,10.28,16.2,3.3,144.48,31.5,21.0,3.6,1012.4,189.00210748155956,269.2099099099099,167.66722866174922,87.78,127.9
2025-03-23 10:00:00,123.13618090452262,30.0,17.0,11.0,1014.0,44.49,56.14,4.37,188.83,10,6,1,9.93,15.19,3.51,145.91,32.0,20.0,11.0,1013.0,166.4486828240253,200.0,180.99894625922025,113.6,161.1
2025-03-23 11:00:00,113.23768844221104,31.0,21.0,11.0,1013.0,40.47,52.07,5.1,181.67,11,6,1,9.64,14.59,4.2,145.91,31.0,16.0,11.0,1012.0,123.13618090452262,189.00210748155956,204.409009009009,153.94,208.78
2025-03-23 12:00:00,500.0,31.5,31.0,3.6,1010.9,42.34,54.47,7.28,177.38,12,6,1,9.56,14.47,5.65,144.48,32.0,21.0,3.6,1010.7,113.23768844221104,166.4486828240253,269.2099099099099,219.33,277.49
2025-03-23 13:00:00,151.22202318229716,28.0,25.0,7.0,1014.0,55.93,71.6,27.76,140.19,13,6,1,17.23,26.26,32.56,108.72,29.0,18.0,7.0,1014.0,500.0,123.13618090452262,200.0,150.4,175.96
2025-03-23 14:00:00,164.6828240252898,26.0,28.0,7.0,1015.0,82.0,104.94,54.84,87.26,14,6,1,37.59,55.82,67.86,62.23,26.0,24.0,7.0,1014.0,151.22202318229716,113.23768844221104,189.00210748155956,129.1,148.49
2025-03-23 15:00:00,176.17639620653318,22.0,62.0,0.0,1013.7,104.26,134.57,76.77,50.78,15,6,1,64.1,92.62,93.22,33.26,22.0,24.0,0.0,1013.0,164.6828240252898,500.0,166.4486828240253,85.42,100.45
2025-03-23 16:00:00,184.845626975764,23.0,44.0,7.0,1015.0,121.05,157.99,89.11,29.33,16,6,1,92.03,130.37,101.45,22.71,23.0,31.0,7.0,1014.0,176.17639620653318,151.22202318229716,123.13618090452262,44.49,56.14
2025-03-23 17:00:00,192.26533192834563,23.0,44.0,7.0,1016.0,135.42,179.38,95.96,14.31,17,6,1,116.65,163.51,104.19,18.06,21.0,38.0,7.0,1015.0,184.845626975764,164.6828240252898,113.23768844221104,40.47,52.07
2025-03-23 18:00:00,199.03445732349843,18.5,76.0,0.0,1015.7,148.53,198.27,100.08,5.41,18,6,1,135.21,187.89,111.04,11.44,17.0,70.0,0.0,1014.5,192.26533192834563,176.17639620653318,500.0,42.34,54.47
2025-03-23 19:00:00,204.5081081081081,23.0,44.0,7.0,1016.0,154.04,203.87,100.08,5.23,19,6,1,137.72,189.39,113.79,10.37,21.0,38.0,4.7,1015.0,199.03445732349843,184.845626975764,151.22202318229716,55.93,71.6
2025-03-23 20:00:00,204.43873873873875,23.0,44.0,7.0,1016.0,153.97,202.93,95.96,7.87,20,6,1,132.53,181.32,109.67,13.23,18.0,54.0,3.2,1013.7,204.5081081081081,192.26533192834563,164.6828240252898,82.0,104.94
2025-03-23 21:00:00,204.5972972972973,15.5,90.0,3.6,1015.4,154.13,203.79,90.48,9.12,21,6,1,130.73,178.79,104.19,14.84,14.5,83.0,0.0,1014.3,204.43873873873875,199.03445732349843,176.17639620653318,104.26,134.57
2025-03-23 22:00:00,206.2027027027027,18.0,52.0,7.0,1015.0,155.75,205.99,89.11,8.49,22,6,1,127.37,174.29,100.08,12.87,19.0,46.0,3.2,1014.0,204.5972972972973,204.5081081081081,184.845626975764,121.05,157.99
2025-03-23 23:00:00,205.0828828828829,18.0,52.0,7.0,1015.0,154.62,203.82,89.11,8.67,23,6,1,111.22,153.54,89.11,13.23,19.0,46.0,4.0,1014.0,206.2027027027027,204.43873873873875,192.26533192834563,135.42,179.38
2025-03-24 00:00:00,198.9983140147524,15.5,84.0,0.0,1014.9,148.46,195.45,83.63,9.39,0,0,0,87.77,124.22,69.92,15.91,13.0,88.0,0.0,1014.8,205.0828828828829,204.5972972972973,199.03445732349843,148.53,198.27
2025-03-24 01:00:00,198.177344573235,18.0,52.0,7.0,1016.0,146.87,194.2,85.0,5.01,1,0,0,72.56,105.11,58.95,14.84,17.0,48.0,7.0,1015.0,198.9983140147524,206.2027027027027,204.5081081081081,154.04,203.87
2025-03-24 02:00:00,210.92972972972973,18.0,52.0,7.0,1016.0,160.52,213.5,91.85,0.67,2,0,0,74.1,108.92,65.8,4.25,17.0,48.0,7.0,1015.0,198.177344573235,205.0828828828829,204.43873873873875,153.97,202.93
2025-03-24 03:00:00,231.67117117117115,19.0,72.0,3.6,1016.1,181.45,241.88,98.71,5.05,3,0,0,87.78,127.9,69.23,8.4,16.0,74.0,0.0,1016.2,210.92972972972973,198.9983140147524,204.5972972972973,154.13,203.79
2025-03-24 04:00:00,253.5027027027027,24.0,39.0,7.0,1017.0,203.48,270.14,109.67,12.16,4,0,0,113.6,161.1,80.88,19.49,22.0,35.0,4.0,1017.0,231.67117117117115,198.177344573235,206.2027027027027,155.75,205.99
2025-03-24 05:00:00,278.1981981981982,25.0,34.0,7.0,1017.0,228.4,298.72,131.61,26.82,5,0,0,153.94,208.78,102.82,47.92,25.0,28.0,5.0,1017.0,253.5027027027027,210.92972972972973,205.0828828828829,154.62,203.82
2025-03-24 06:00:00,305.06918767507005,25.0,44.0,3.6,1015.7,255.61,324.54,138.46,70.1,6,0,0,219.33,277.49,105.56,118.73,26.0,36.0,7.6,1015.6,278.1981981981982,231.67117117117115,198.9983140147524,148.46,195.45
2025-03-24 07:00:00,191.4133825079031,27.0,30.0,9.0,1016.0,133.77,162.77,42.16,167.37,7,0,0,150.4,175.96,25.02,211.72,28.0,20.0,7.0,1016.0,305.06918767507005,253.5027027027027,198.177344573235,146.87,194.2
2025-03-24 08:00:00,178.06617492096944,28.0,28.0,11.0,1015.0,107.92,130.75,19.71,205.99,8,0,0,129.1,148.49,10.62,234.6,30.0,17.0,11.0,1015.0,191.4133825079031,278.1981981981982,210.92972972972973,160.52,213.5
2025-03-24 09:00:00,171.0027397260274,28.5,37.0,3.6,1013.4,94.24,115.55,11.14,220.3,9,0,0,85.42,100.45,6.43,223.16,31.0,17.0,7.6,1012.7,178.06617492096944,305.06918767507005,231.67117117117115,181.45,241.88
2025-03-24 10:00:00,153.90695468914646,27.0,32.0,11.0,1014.0,61.13,82.27,5.91,194.55,10,0,0,44.49,56.14,4.37,188.83,30.0,17.0,11.0,1014.0,171.0027397260274,191.4133825079031,253.5027027027027,203.48,270.14
2025-03-24 11:00:00,145.93718592964825,26.0,37.0,11.0,1014.0,53.75,76.18,6.08,180.24,11,0,0,40.47,52.07,5.1,181.67,31.0,21.0,11.0,1013.0,153.90695468914646,178.06617492096944,278.1981981981982,228.4,298.72
2025-03-24 12:00:00,143.4748743718593,26.0,59.0,3.6,1012.7,52.75,75.18,7.71,174.52,12,0,0,42.34,54.47,7.28,177.38,31.5,31.0,3.6,1010.9,145.93718592964825,171.0027397260274,305.06918767507005,255.61,324.54
2025-03-24 13:00:00,156.4473129610116,25.0,41.0,7.0,1013.0,66.05,92.26,42.84,124.45,13,0,0,55.93,71.6,27.76,140.19,28.0,25.0,7.0,1014.0,143.4748743718593,153.90695468914646,191.4133825079031,133.77,162.77
2025-03-24 14:00:00,172.90284510010537,24.0,44.0,7.0,1013.0,97.92,134.84,93.22,57.94,14,0,0,82.0,104.94,54.84,87.26,26.0,28.0,7.0,1015.0,156.4473129610116,145.93718592964825,178.06617492096944,107.92,130.75
2025-03-24 15:00:00,189.6268703898841,21.5,74.0,3.6,1014.4,130.31,178.76,131.61,13.23,15,0,0,104.26,134.57,76.77,50.78,22.0,62.0,0.0,1013.7,172.90284510010537,143.4748743718593,171.0027397260274,94.24,115.55
2025-03-24 16:00:00,204.73603603603604,22.0,53.0,7.0,1014.0,154.27,209.35,141.2,0.32,16,0,0,121.05,157.99,89.11,29.33,23.0,44.0,7.0,1015.0,189.6268703898841,156.4473129610116,153.90695468914646,61.13,82.27
2025-03-24 17:00:00,210.51351351351352,22.0,53.0,7.0,1014.0,160.1,214.95,139.83,0.2,17,0,0,135.42,179.38,95.96,14.31,23.0,44.0,7.0,1016.0,204.73603603603604,172.90284510010537,145.93718592964825,53.75,76.18
2025-03-24 18:00:00,192.53382507903052,20.0,73.0,3.6,1013.8,135.94,181.71,123.38,2.17,18,0,0,148.53,198.27,100.08,5.41,18.5,76.0,0.0,1015.7,210.51351351351352,189.6268703898841,143.4748743718593,52.75,75.18
