timestamp,aqi_category,pm2_5,pm10,co,no,no2,o3,so2,nh3,temperature,dwpt,relative_humidity,precipitation,snow,wind_direction,wind_speed,wpgt,pressure,tsun,coco,dew_point,hour,day,month,day_of_week,is_weekend
2025-03-16 20:00:00,3,63.56013552893237,165.5442328244267,274.8106799195366,0.0,6.8810659145138064,92.20880070927144,4.035055553362801,2.0578783322150285,19.0,10.8,59.0,0.0,,230.0,7.6,,1012.1,,1.0,10.8,,,,,
2025-03-16 21:00:00,4,48.50748901995925,142.06678009228108,208.9279195859734,0.0,1.071587617693491,85.91377719045443,3.830227877773541,1.9534162176645056,14.0,10.2,78.0,0.0,,0.0,0.0,,1012.9,,1.0,9.6,,,,,
2025-03-16 22:00:00,3,53.82591028730048,125.48488762459534,204.6745113167443,0.0,4.414356883932332,76.10407908939536,3.3378304921667503,1.7022935510050428,14.0,10.2,78.0,0.0,,0.0,0.0,,1012.9,,1.0,9.6,,,,,
2025-03-16 23:00:00,4,64.3725402107187,134.1957017662059,197.63791586080765,0.0,8.546658510045724,82.9512893795662,3.715846961163311,1.8950819501932887,14.0,10.2,78.0,0.0,,0.0,0.0,,1012.9,,1.0,9.6,,,,,
2025-03-17 00:00:00,4,49.53917424052069,143.53406784026006,206.76003574279804,0.0,7.240821544911364,83.0946159695431,3.673507836398385,1.8734889965631765,12.0,10.1,88.0,0.0,,0.0,0.0,,1014.0,,1.0,9.6,,,,,
2025-03-17 01:00:00,4,61.175920215563295,148.74065116261124,247.4402337250419,0.0,2.6774993556726754,91.59699172737666,4.181826086943357,2.132731304341112,12.0,10.1,88.0,0.0,,0.0,0.0,,1014.0,,1.0,9.6,,,,,
2025-03-17 02:00:00,2,34.54687267457253,96.90341083565838,178.94189667985518,0.0,11.057549700332928,60.959776680057296,2.6999427849921416,1.3769708203459925,12.0,10.1,88.0,0.0,,0.0,0.0,,1014.0,,1.0,9.6,,,,,
2025-03-17 03:00:00,2,41.48778427436319,109.5716590176544,234.1784454764069,0.0,3.6819073680120455,68.35274615054063,2.8139491415792905,1.435114062205438,15.0,11.4,79.0,0.0,,0.0,0.0,,1015.6,,1.0,10.8,,,,,
2025-03-17 04:00:00,2,28.888096040982795,103.98612854337132,191.65537773603933,0.0,7.753565694197734,54.23800608627741,2.442464653529033,1.2456569732998068,15.0,11.4,79.0,0.0,,0.0,0.0,,1015.6,,1.0,10.8,,,,,
2025-03-17 05:00:00,3,55.27089200277883,116.87129197093113,80.26750976242086,0.0,0.0,70.18301758593546,3.111955637573406,1.587097375162437,15.0,11.4,79.0,0.0,,0.0,0.0,,1015.6,,1.0,10.8,,,,,
2025-03-17 06:00:00,3,55.702840889381335,121.52135416609109,129.4230294148296,0.0,3.345822336332201,76.76656300309793,3.615263726959885,1.8437845007495413,22.5,10.9,48.0,0.0,,355.0,1.8,,1015.8,,1.0,12.1,,,,,
2025-03-17 07:00:00,4,62.171244408672784,197.652722898461,361.4246437585272,0.0,13.495091090413997,107.02764178580723,4.632404847591106,2.362526472271464,22.5,10.9,48.0,0.0,,355.0,1.8,,1015.8,,1.0,12.1,,,,,
2025-03-17 08:00:00,5,74.29868030262233,191.3529687078201,368.44862825270536,0.0,7.637477013528495,116.09894497955194,5.175109167704185,2.639305675529134,22.5,10.9,48.0,0.0,,355.0,1.8,,1015.8,,1.0,12.1,,,,,
2025-03-17 09:00:00,5,63.317134476589416,174.91729459674866,246.6977029360465,0.0,8.644853810102678,94.54970145713344,4.445438039134077,2.267173399958379,27.0,11.5,38.0,0.0,,130.0,7.6,,1013.3,,1.0,14.6,,,,,
2025-03-17 10:00:00,4,60.63657852201119,165.56017393193378,286.9540467522255,0.0,0.0,107.89794474321631,4.5551204035433095,2.323111405807088,27.0,11.5,38.0,0.0,,130.0,7.6,,1013.3,,1.0,14.6,,,,,
2025-03-17 11:00:00,2,49.08301052814705,147.84064497078575,231.24928664926156,0.0,0.0,76.90304383678253,3.748976246610094,1.911977885771148,27.0,11.5,38.0,0.0,,130.0,7.6,,1013.3,,1.0,14.6,,,,,
2025-03-17 12:00:00,3,59.50604791471059,121.8534959837316,155.02551002489133,0.0,0.0,87.43742321518111,3.6153448740667686,1.843825885774052,27.0,10.2,35.0,0.0,,90.0,5.4,,1011.5,,1.0,14.0,,,,,
2025-03-17 13:00:00,4,50.585901965134696,140.69527636626816,224.44701077179403,0.0,0.0018796875271229,86.73488691589294,3.853445495799893,1.9652572028579447,27.0,10.2,35.0,0.0,,90.0,5.4,,1011.5,,1.0,14.0,,,,,
2025-03-17 14:00:00,2,37.01407800039861,134.51577585808425,138.7857926598577,0.0,4.660451481021891,78.70891528204746,3.281886103654458,1.6737619128637735,27.0,10.2,35.0,0.0,,90.0,5.4,,1011.5,,1.0,14.0,,,,,
2025-03-17 15:00:00,4,66.68606124127815,178.04378868726428,252.7410240057217,0.0,11.334589622475098,97.4231543231704,4.5073802420610045,2.298763923451112,20.0,13.0,64.0,0.0,,50.0,5.4,,1015.0,,1.0,12.8,,,,,
2025-03-17 16:00:00,3,64.10767093456961,165.52734922149347,243.11150832334525,0.0,0.0,93.0115155336963,4.123936411485349,2.103207569857528,20.0,13.0,64.0,0.0,,50.0,5.4,,1015.0,,1.0,12.8,,,,,
2025-03-17 17:00:00,4,76.32117033160355,203.87640684122263,282.78965067086045,0.0,0.0,120.73596496012756,5.244009285861779,2.674444735789508,20.0,13.0,64.0,0.0,,50.0,5.4,,1015.0,,1.0,12.8,,,,,
2025-03-17 18:00:00,4,76.65137529097649,179.37332334174135,265.21093496940944,0.0,8.438680522695192,106.72858288355653,4.8167773901787845,2.45655646899118,16.5,12.8,79.0,0.0,,360.0,5.4,,1015.1,,1.0,12.3,,,,,
2025-03-17 19:00:00,5,67.77745961748778,189.38134762063157,281.3024485841182,0.0,0.0,116.4684376728046,5.101984508654849,2.602012099413973,16.5,12.8,79.0,0.0,,360.0,5.4,,1015.1,,1.0,12.3,,,,,
2025-03-17 20:00:00,4,56.09985684362985,155.04624428851403,207.41861281230877,0.0,10.44685376996686,100.71500684237544,4.342302671685763,2.2145743625597394,16.5,12.8,79.0,0.0,,360.0,5.4,,1015.1,,1.0,12.3,,,,,
2025-03-17 21:00:00,4,57.87573580580987,160.33234680435822,216.23974363053244,0.0,10.244280124061314,91.47378672073668,4.071120655606152,2.0762715343591376,14.5,11.6,83.0,0.0,,180.0,3.6,,1015.2,,1.0,11.1,,,,,
2025-03-17 22:00:00,3,52.86547995334873,120.63262591050284,193.0497112118691,0.0,2.3130671162253718,77.2684294943318,3.540882754917503,1.8058502050079264,14.5,11.6,83.0,0.0,,180.0,3.6,,1015.2,,1.0,11.1,,,,,
2025-03-17 23:00:00,4,54.20509786457902,146.75964476369384,186.57264365868147,0.0,2.2646910499915944,91.1810143910616,4.074407786138086,2.077947970930424,14.5,11.6,83.0,0.0,,180.0,3.6,,1015.2,,1.0,11.1,,,,,
2025-03-18 00:00:00,3,56.09299166934698,151.9593203132149,265.40490204471377,0.0,4.790788030122082,91.3147839972105,3.99666702280344,2.0383001816297543,12.5,10.6,88.0,0.0,,270.0,5.4,,1015.3,,1.0,10.1,,,,,
2025-03-18 01:00:00,3,55.81825465637744,162.38501040376684,159.9265554573461,0.0,0.0,88.67946154600536,3.9552373721504,2.0171710597967043,12.5,10.6,88.0,0.0,,270.0,5.4,,1015.3,,1.0,10.1,,,,,
2025-03-18 02:00:00,1,34.52399090465819,102.82531938307964,90.08469277455464,0.0,0.0,63.93516298653846,2.6598081001755767,1.3565021310895442,12.5,10.6,88.0,0.0,,270.0,5.4,,1015.3,,1.0,10.1,,,,,
2025-03-18 03:00:00,2,31.401703167133693,79.85033726560424,176.21600597233092,0.0,2.9219995447354377,51.02426096853164,2.2406986824936896,1.1427563280717818,14.0,10.2,78.0,0.0,,270.0,3.6,,1016.1,,1.0,9.6,,,,,
2025-03-18 04:00:00,3,39.17199714998473,106.89135683478334,283.27622834429974,0.0,0.0,59.514811416856205,2.802034408984019,1.4290375485818496,14.0,10.2,78.0,0.0,,270.0,3.6,,1016.1,,1.0,9.6,,,,,
2025-03-18 05:00:00,4,48.59921779095391,133.57585253121465,210.0727993138877,0.0,13.652753153557228,68.925826408666,3.0799111626970475,1.5707546929754943,14.0,10.2,78.0,0.0,,270.0,3.6,,1016.1,,1.0,9.6,,,,,
2025-03-18 06:00:00,4,69.57908915098957,179.8766057392088,348.8213725050253,0.0,0.0,97.3002956581902,4.318575071727253,2.202473286580899,24.5,8.9,37.0,0.0,,50.0,3.6,,1015.0,,1.0,11.9,,,,,
2025-03-18 07:00:00,4,62.0118882831039,197.01092517621683,310.1299569706098,0.0,0.0443570637730199,109.053630982911,4.764216241238995,2.429750283031888,24.5,8.9,37.0,0.0,,50.0,3.6,,1015.0,,1.0,11.9,,,,,
2025-03-18 08:00:00,5,79.16291561304871,205.120152643429,337.2012155091107,0.0,3.616287099185017,117.61786201090196,5.386494096572536,2.747111989251993,24.5,8.9,37.0,0.0,,50.0,3.6,,1015.0,,1.0,11.9,,,,,
2025-03-18 09:00:00,5,75.99162171329516,191.57412078783952,318.10934881778223,0.0,3.3424500522415106,116.30297358820576,4.961953338944839,2.530596202861868,28.5,11.1,34.0,0.0,,230.0,3.6,,1011.7,,1.0,15.3,,,,,
2025-03-18 10:00:00,3,51.62195469614609,151.26760451091363,186.22096660749625,0.0,2.3321790618253866,91.75739024687338,4.065877615141106,2.073597583721964,28.5,11.1,34.0,0.0,,230.0,3.6,,1011.7,,1.0,15.3,,,,,
2025-03-18 11:00:00,3,39.64231482431889,128.7545434147582,140.91876580439623,0.0,7.885287891931799,73.66343183783614,3.477339028628883,1.7734429046007305,28.5,11.1,34.0,0.0,,230.0,3.6,,1011.7,,1.0,15.3,,,,,
2025-03-18 12:00:00,5,53.02328670707682,179.72443993214262,202.36374414561303,0.0,6.145379801685938,105.92662747931476,4.6070799099159,2.349610754057109,28.0,10.7,34.0,0.0,,50.0,3.6,,1012.2,,1.0,14.8,,,,,
2025-03-18 13:00:00,4,64.5597386443393,182.0170396260508,182.25473316505088,0.0,9.07940229521464,107.65740962012212,4.505744123335145,2.297929502900924,28.0,10.7,34.0,0.0,,50.0,3.6,,1012.2,,1.0,14.8,,,,,
2025-03-18 14:00:00,2,44.41754882497201,129.8679474388141,108.39779173723066,0.0,2.826816687929163,72.38655284062223,3.2504257945893604,1.6577171552405738,28.0,10.7,34.0,0.0,,50.0,3.6,,1012.2,,1.0,14.8,,,,,
2025-03-18 15:00:00,3,58.01177827226006,147.12248914310996,188.5091062257605,0.0,5.215134037313395,88.21705208945542,3.7470126535696338,1.9109764533205131,21.0,14.2,65.0,0.0,,0.0,0.0,,1013.4,,1.0,14.0,,,,,
2025-03-18 16:00:00,3,49.98309878230272,148.56899270313832,248.925002909198,0.0,2.8018590922333733,86.97950352311479,3.798488709563986,1.937229241877633,21.0,14.2,65.0,0.0,,0.0,0.0,,1013.4,,1.0,14.0,,,,,
2025-03-18 17:00:00,4,66.56260986558276,179.59143165278255,222.6289651738745,0.0,2.824320887913175,107.66145661288652,4.947692457287575,2.523323153216664,21.0,14.2,65.0,0.0,,0.0,0.0,,1013.4,,1.0,14.0,,,,,
2025-03-18 18:00:00,5,84.82600172983838,209.72432230570016,387.85944315721326,0.0,4.9419554492452455,121.9409298925124,5.539368637953377,2.825078005356222,18.0,12.7,71.0,0.0,,0.0,0.0,,1015.1,,1.0,12.2,,,,,
2025-03-18 19:00:00,5,77.551200872545,215.9174785733861,181.3975414225901,0.0,16.709417358947547,118.45171599954293,5.407046536478314,2.75759373360394,18.0,12.7,71.0,0.0,,0.0,0.0,,1015.1,,1.0,12.2,,,,,
2025-03-18 20:00:00,3,49.82898036623232,129.76860351112757,132.52862698005924,0.0,0.0,71.7435640966679,3.3065377844047594,1.6863342700464274,18.0,12.7,71.0,0.0,,0.0,0.0,,1015.1,,1.0,12.2,,,,,
2025-03-18 21:00:00,4,62.12643330367407,159.10888807417757,158.80895209808472,0.0,0.0,98.40844422547728,4.180340822906311,2.131973819682219,17.0,12.5,75.0,0.0,,0.0,0.0,,1015.6,,1.0,12.0,,,,,
2025-03-18 22:00:00,5,59.91577713664695,159.06050411364927,253.759743693068,0.0,11.427517805107904,94.19381752015718,4.013158235951883,2.0467107003354603,17.0,12.5,75.0,0.0,,0.0,0.0,,1015.6,,1.0,12.0,,,,,
2025-03-18 23:00:00,4,62.37879710876975,159.36918230848704,176.92759237886648,0.0,4.211952964167465,97.22675208921508,4.125995215806889,2.1042575600615137,17.0,12.5,75.0,0.0,,0.0,0.0,,1015.6,,1.0,12.0,,,,,
2025-03-19 00:00:00,4,62.417459517991176,172.60492427400533,82.00241751709734,0.0,5.244819761833416,97.75938277695724,4.3740502784804285,2.2307656420250184,14.5,11.6,83.0,0.0,,0.0,0.0,,1015.8,,1.0,11.1,,,,,
2025-03-19 01:00:00,4,68.38643941367921,184.48381891195444,303.72853501092874,0.0,0.0,107.88116664579184,4.6424279953372345,2.3676382776219898,14.5,11.6,83.0,0.0,,0.0,0.0,,1015.8,,1.0,11.1,,,,,
2025-03-19 02:00:00,2,42.0661335283879,110.66454171856432,141.64641941215322,0.0,1.0930873210610854,62.35260955404473,2.598277033223169,1.3251212869438165,14.5,11.6,83.0,0.0,,0.0,0.0,,1015.8,,1.0,11.1,,,,,
2025-03-19 03:00:00,2,39.50315683080223,103.2785960546163,214.6920427299136,0.0,3.873496074052224,67.2202275167108,2.8054719636849623,1.4307907014793309,17.0,9.4,61.0,0.0,,0.0,0.0,,1016.4,,1.0,9.2,,,,,
2025-03-19 04:00:00,2,28.938510899568485,91.59693518119684,232.7056279957292,0.0,0.0,51.12539645256033,2.2835828906409663,1.1646272742268928,17.0,9.4,61.0,0.0,,0.0,0.0,,1016.4,,1.0,9.2,,,,,
2025-03-19 05:00:00,2,44.1297230476387,90.35568463463488,0.3152991603697899,0.0,5.745647034025442,48.38070285504092,2.1235629089071097,1.083017083542626,17.0,9.4,61.0,0.0,,0.0,0.0,,1016.4,,1.0,9.2,,,,,
2025-03-19 06:00:00,4,52.49259631323971,119.95707367262554,180.09277395430323,0.0,0.0,79.71279712992097,3.4721107105396323,1.7707764623752125,27.0,8.9,32.0,0.0,,270.0,3.6,,1015.1,,1.0,13.4,,,,,
2025-03-19 07:00:00,4,62.62320020227793,164.65842111718166,336.93711783264763,0.0,0.9492094357917598,109.57419670693344,4.750310680536656,2.4226584470736947,27.0,8.9,32.0,0.0,,270.0,3.6,,1015.1,,1.0,13.4,,,,,
2025-03-19 08:00:00,5,74.29526515495587,205.1665199518527,243.9427945511933,0.0,10.467750293809122,113.93740388207502,4.932387501779278,2.515517625907432,27.0,8.9,32.0,0.0,,270.0,3.6,,1015.1,,1.0,13.4,,,,,
2025-03-19 09:00:00,4,70.59868219813261,187.5869415084508,311.91984261524067,0.0,1.4582844601841605,109.33583310756148,4.830725495138083,2.463670002520422,29.0,9.7,30.0,0.0,,230.0,7.6,,1012.7,,1.0,15.0,,,,,
2025-03-19 10:00:00,3,63.18701915953031,162.03284475242003,166.43707734019912,0.0,10.400463406875993,89.2326301920085,3.9634379300598592,2.021353344330528,29.0,9.7,30.0,0.0,,230.0,7.6,,1012.7,,1.0,15.0,,,,,
2025-03-19 11:00:00,3,62.962465011701774,177.49092479069762,264.1466133307536,0.0,6.49775575531125,100.44345618563612,4.465709446174746,2.277511817549121,29.0,9.7,30.0,0.0,,230.0,7.6,,1012.7,,1.0,15.0,,,,,
2025-03-19 12:00:00,4,66.208617057373,176.84256662724235,164.66659524166766,0.0,4.632843867616646,94.84205653614468,4.360745255946225,2.2239800805325745,25.0,7.2,32.0,0.0,,230.0,18.4,,1011.6,,1.0,11.4,,,,,
2025-03-19 13:00:00,3,68.3185067880659,146.40571969085428,192.9528928580636,0.0,1.8091361247766635,87.78015247058947,3.801717133593257,1.938875738132561,25.0,7.2,32.0,0.0,,230.0,18.4,,1011.6,,1.0,11.4,,,,,
2025-03-19 14:00:00,4,62.89786616382265,168.71452974885142,169.34789526132607,0.0,0.5575778105363498,96.78926119522058,4.376716806194768,2.232125571159332,25.0,7.2,32.0,0.0,,230.0,18.4,,1011.6,,1.0,11.4,,,,,
2025-03-19 15:00:00,3,65.59834407615743,161.41000090412578,323.03976636168375,0.0,0.7280303527210177,102.41395657256146,4.445898142753085,2.267408052804073,23.0,7.9,38.0,0.0,,230.0,7.6,,1015.1,,1.0,10.6,,,,,
2025-03-19 16:00:00,3,38.80407914013566,132.67116484227856,157.62780180411448,0.0,2.8258932692960776,75.00466479345717,3.236353270403999,1.6505401679060394,23.0,7.9,38.0,0.0,,230.0,7.6,,1015.1,,1.0,10.6,,,,,
2025-03-19 17:00:00,4,61.558850692727454,185.51813421059487,250.64974820256884,0.0,2.7565299514273205,113.36695409898044,4.851579744706489,2.474305669800309,23.0,7.9,38.0,0.0,,230.0,7.6,,1015.1,,1.0,10.6,,,,,
2025-03-19 18:00:00,5,64.33263559166635,177.2692316651428,292.68198161127896,0.0,4.708174886140988,111.10713634753532,4.819532693573215,2.4579616737223398,17.0,10.6,66.0,0.0,,360.0,3.6,,1018.2,,1.0,10.2,,,,,
2025-03-19 19:00:00,4,61.650151663555405,168.5628482159869,216.31999973123837,0.0,0.0,100.48772915626412,4.548101674203799,2.319531853843938,17.0,10.6,66.0,0.0,,360.0,3.6,,1018.2,,1.0,10.2,,,,,
2025-03-19 20:00:00,4,64.89537802019261,145.41726309679538,144.75274011521782,0.0,1.6234856545895409,99.2560998824727,4.046082944267088,2.063502301576215,17.0,10.6,66.0,0.0,,360.0,3.6,,1018.2,,1.0,10.2,,,,,
2025-03-19 21:00:00,4,59.51249486513884,154.78402627191318,208.7542976739082,0.0,5.563158560752745,101.4755448062096,4.22712194809422,2.155832193528052,14.5,10.5,77.0,0.0,,360.0,3.6,,1018.9,,1.0,9.9,,,,,
